,text, target,processed
852,โกงกันจนรวย เหยียบหัวคนอื่นรวย พวกหัวควย,1,"['โกง', 'กัน', 'จน', 'รวย', 'เหยียบ', 'หัว', 'คนอื่น', 'รวย', 'พวก', 'หัว', 'ควย']"
853,น้องก็น้องเถอะ โกงเงินกู เบี้ยวไม่จ่ายตัง กูเจอหน้ามึงกูตีมึงแน่ ควย....,0,"['น้อง', 'ก็', 'น้อง', 'เถอะ', 'โกงเงิน', 'กู', 'เบี้ยว', 'ไม่', 'จ่าย', 'ตัง', 'กู', 'เจอ', 'หน้า', 'มึง', 'กู', 'ตี', 'มึง', 'แน่', 'ควย', 'xxrep']"
854,ที่อาจยังมีหน้าที่เป็นสามี เป็นพ่อของลูก เป็นลูกของของพ่อแม่ 😢...ได้แต่ขอให้เค้าปลอดภัย จากสวะที่ฆ่าคนเป็นผักปลา ไม่รู้ผิดชอบชั่วดีด้วยเถิด,1,"['ที่', 'อาจ', 'ยังมี', 'หน้าที่', 'เป็น', 'สามี', 'เป็น', 'พ่อ', 'ของ', 'ลูก', 'เป็น', 'ลูก', 'ของ', 'ของ', 'พ่อแม่', 'EMJcrying-faceEMJ', 'xxrep', 'ได้', 'แต่', 'ขอให้', 'เค้า', 'ปลอดภัย', 'จาก', 'สวะ', 'ที่', 'ฆ่า', 'คน', 'เป็น', 'ผัก', 'ปลา', 'ไม่', 'รู้', 'ผิด', 'ชอบ', 'ชั่ว', 'ดี', 'ด้วย', 'เถิด']"
855,เกลียดพ่อแม่ ปู่ย่าตายายของมันด้วย เกลียดทุกคนในครอบครัวสวะนั้น ใจนึงก็อยากให้โต๊ะแชตายไว ๆ จะได้เลิกติดต่อกันสักที,1,"['เกลียด', 'พ่อแม่', 'ปู่ย่าตายาย', 'ของ', 'มัน', 'ด้วย', 'เกลียด', 'ทุก', 'คนใน', 'ครอบครัว', 'สวะ', 'นั้น', 'ใจ', 'นึง', 'ก็', 'อยาก', 'ให้', 'โต๊ะ', 'แช', 'ตาย', 'จะ', 'ได้', 'เลิก', 'ติดต่อกัน', 'สักที']"
856,พวกคนที่ไม่เห็นค่าคนอื่นตอนที่เห็นอะไรดีกว่าก็คือเศษสวะดีๆนี่แหล่ะ ข้างในต่ำทราม,0,"['พวก', 'คน', 'ที่', 'ไม่', 'เห็น', 'ค่า', 'คนอื่น', 'ตอนที่', 'เห็น', 'อะไร', 'ดีกว่า', 'ก็', 'คือ', 'เศษ', 'สวะ', 'ดี', 'นี่', 'แห', 'ล่ะ', 'ข้างใน', 'ต่ำทราม']"
857,เบื่อพวกเล่นเกมเเล้วปากเก่ง ขอโทษนะคะเล่นเกมอะฝีมือให้เก่งเหมือนปากหน่อย สวะอะพูดตรงนะ,1,"['เบื่อ', 'พวก', 'เล่น', 'เกม', 'เเล้ว', 'ปาก', 'เก่ง', 'ขอโทษ', 'นะคะ', 'เล่น', 'เกม', 'อะ', 'ฝีมือ', 'ให้', 'เก่ง', 'เหมือน', 'ปาก', 'หน่อย', 'สวะ', 'อะ', 'พูด', 'ตรง', 'นะ']"
858,เรื่องเอาหน้าล่ะที่หนึ่ง อันไหนความผิดตัวไม่รับ ยังมาปัดสวะให้คนอื่น ห่า,0,"['เรื่อง', 'เอาหน้า', 'ล่ะ', 'ที่หนึ่ง', 'อัน', 'ไหน', 'ความ', 'ผิดตัว', 'ไม่', 'รับ', 'ยัง', 'มา', 'ปัดสวะ', 'ให้', 'คนอื่น', 'ห่า']"
859,ใครแคร์ความคิดของสวะ ขยะประเทศวะ55555 twitter.com/pravitr/status…,1,"['ใคร', 'แคร์', 'ความคิด', 'ของ', 'สวะ', 'ขยะ', 'ประเทศ', 'วะ', 'xxrep', 'xxurl']"
860,กูต้องทนอยู่ในสังคมสวะนี่ไปนานแค่ไหนอะ,1,"['กู', 'ต้อง', 'ทน', 'อยู่', 'ใน', 'สังคม', 'สวะ', 'นี่', 'ไป', 'นาน', 'แค่', 'ไหน', 'อะ']"
861,ไอ้พวก บ้าปืน เผด็จการ มันก็แค่ สวะ,1,"['ไอ้', 'พวก', 'บ้า', 'ปืน', 'เผด็จการ', 'มัน', 'ก็', 'แค่', 'สวะ']"
862,ควรแบ่งแยกชนชั้นพวกสวะกับพวกเล่นเก่ง ไม่ใช่อันดับนี้ แพลตฟอร์มนี้มีแต่ส้นตีน,1,"['ควร', 'แบ่งแยก', 'ชนชั้น', 'พวก', 'สวะ', 'กับ', 'พวก', 'เล่น', 'เก่ง', 'ไม่', 'ใช่', 'อันดับ', 'นี้', 'แพลตฟอร์ม', 'นี้', 'มี', 'แต่', 'ส้นตีน']"
863,มันใช่พระซะที่ไหนยังจะคิดว่ามันคือพระพวกมึงโง่จริงๆเห่าว่าพุทธอยู่ได้พวกมึงก็แค่สวะขยะสังคมเท่านั้นดีแต่ทำคนอื่นเดือดร้อนไปวันๆ#ธรรมกาย,1,"['มัน', 'ใช่', 'พระ', 'ซะ', 'ที่ไหน', 'ยัง', 'จะ', 'คิด', 'ว่า', 'มัน', 'คือ', 'พระ', 'พวก', 'มึง', 'โง่', 'จริงๆ', 'เห่า', 'ว่า', 'พุทธ', 'อยู่', 'ได้', 'พวก', 'มึง', 'ก็', 'แค่', 'สวะ', 'ขยะสังคม', 'เท่านั้น', 'ดีแต่', 'ทำ', 'คนอื่น', 'เดือดร้อน', 'ไป', 'วัน', 'ๆ#', 'ธรรมกาย']"
864,เธอมันก็แค่สวะ ที่เกิดมาเพื่อแย่งอากาศคนบนโลกหายใจ!#ด่าแบบไม่มีคําหยาบ #ด่าแรง,1,"['เธอ', 'มัน', 'ก็', 'แค่', 'สวะ', 'ที่เกิด', 'มา', 'เพื่อ', 'แย่ง', 'อากาศ', 'คน', 'บน', 'โลก', 'หายใจ', '!#', 'ด่า', 'แบบ', 'ไม่', 'มี', 'คํา', 'หยาบ', 'ด่า', 'แรง']"
865,สวะลอยน้ำ ยังดูมีคุณค่ากว่ามึงเลยลุงตู่,1,"['สวะ', 'ลอยน้ำ', 'ยัง', 'ดู', 'มีคุณค่า', 'กว่า', 'มึง', 'เลย', 'ลุง', 'ตู่']"
866,จงรับผิดชอบหน้าที่ของตัวเองให้ดีที่สุด ก่อนจะปัดสวะให้คนอื่น #คำคมโดนๆ,0,"['จง', 'รับผิดชอบ', 'หน้าที่', 'ของ', 'ตัวเอง', 'ให้', 'ดี', 'ที่สุด', 'ก่อน', 'จะ', 'ปัดสวะ', 'ให้', 'คนอื่น', 'คำคม', 'โดน']"
867,คนอย่าง จุลเจิม มันเกินไปกว่าคำว่า สวะ สถุน ไปแล้ว,1,"['คน', 'อย่าง', 'จุล', 'เจิม', 'มัน', 'เกินไป', 'กว่า', 'คำ', 'ว่า', 'สวะ', 'ถุน', 'ไป', 'แล้ว']"
868,แค่เจอเศษขยะละเผลอเตะมันและล้มลง แค่นั้น รู้ตัวแล้วว่าแค่ขยะสวะ ก็ลุกขึ้ดปัดๆสบัดๆละไปต่อ เชิ่ดๆคะ 😋,1,"['แค่', 'เจอ', 'เศษ', 'ขยะ', 'ละ', 'เผลอ', 'เตะ', 'มัน', 'และ', 'ล้ม', 'ลง', 'แค่นั้น', 'รู้ตัว', 'แล้ว', 'ว่า', 'แค่', 'ขยะ', 'สวะ', 'ก็', 'ลุก', 'ขึ้ด', 'ปัดๆ', 'บัด', 'ละ', 'ไป', 'ต่อ', 'เชิ่ดๆ', 'คะ', 'EMJface-savoring-foodEMJ']"
869,ผู้มีอารยะจะไม่ยกตนว่าเก่งแล้วไปเที่ยวกดคนอื่นให้ต่ำกว่าตัวเอง แบบนั้นเขาเรียก สวะ,0,"['ผู้', 'มี', 'อารยะ', 'จะ', 'ไม่', 'ยก', 'ตน', 'ว่า', 'เก่ง', 'แล้ว', 'ไปเที่ยว', 'กด', 'คนอื่น', 'ให้', 'ต่ำกว่า', 'ตัวเอง', 'แบบ', 'นั้น', 'เขา', 'เรียก', 'สวะ']"
870,ไม่อายตัวเองบ้างเหรอคะ ที่เป็นคนแบบนี้ หรือสภาวะรอบตัวมันบ่มเพาะจนออกมาเป็นเศษสวะสังคมโสโครกไปแล้วงั้นเหรอคะ,1,"['ไม่', 'อาย', 'ตัวเอง', 'บ้าง', 'เหรอ', 'คะ', 'ที่', 'เป็น', 'คน', 'แบบนี้', 'หรือ', 'สภาวะ', 'รอบตัว', 'มัน', 'บ่ม', 'เพาะ', 'จน', 'ออกมา', 'เป็น', 'เศษ', 'สวะ', 'สังคม', 'โสโครก', 'ไป', 'แล้ว', 'งั้น', 'เหรอ', 'คะ']"
871,แต่ฝีมือกากๆอะ ไม่มีคนจ้าง,1,"['แต่', 'ฝีมือ', 'กาก', 'อะ', 'ไม่', 'มี', 'คน', 'จ้าง']"
872,อึป้าปากหมาออกมาเสือกอีกแล้วแล้วอีป้าล่ะมาจากชนชั้นสวะชินะ เสือกตามเคย,1,"['อึ', 'ป้า', 'ปากหมา', 'ออกมา', 'เสือก', 'อีกแล้ว', 'แล้ว', 'อี', 'ป้า', 'ล่ะ', 'มาจาก', 'ชนชั้น', 'สวะ', 'ชิ', 'นะ', 'เสือก', 'ตามเคย']"
873,วันวัน แม่งนั่งคิดที่จะปอกลอกสมบัติชาติ ไม่เคยคิดถึงมาตราการป้องกันอะไรทั้งสิ้น ปากก็ปัดสวะไป ไอ้ห่าลาก ถุยส์,1,"['วัน', 'วัน', 'แม่', 'นั่ง', 'คิด', 'ที่จะ', 'ปอกลอก', 'สมบัติ', 'ชาติ', 'ไม่', 'เคย', 'คิดถึง', 'มาตรา', 'การป้องกัน', 'อะไร', 'ทั้งสิ้น', 'ปาก', 'ก็', 'ปัดสวะ', 'ไป', 'ไอ้', 'ห่า', 'ลาก', 'ถุย', 'ส์']"
874,โลกโซเชียลมันก็มีข้อดีงี้แหละ บอยคอดหนังสือที่ไอ้สวะคนนี้เขียนหรือมีส่วนเกี่ยวข้องทั้งหมดด้วย fb.me/LlpdHxKR,1,"['โลก', 'โซเชียล', 'มัน', 'ก็', 'มี', 'ข้อดี', 'งี้', 'แหละ', 'บอย', 'คอด', 'หนังสือ', 'ที่', 'ไอ้', 'สวะ', 'คน', 'นี้', 'เขียน', 'หรือ', 'มีส่วน', 'เกี่ยวข้อง', 'ทั้งหมด', 'ด้วย', 'xxurl']"
875,ถ้าฆ่าคนไม่ผิดกฎหมายนี่อยากเอาสไนเปอร์อัดเบ้าตาทั้งสองข้างของมึง กรีดท้องหักซี่โคงออกมาปาเล่น แล้วจับโยนให้แร้งกิน ไอ้สวะ,1,"['ถ้า', 'ฆ่า', 'คน', 'ไม่', 'ผิดกฎหมาย', 'นี่', 'อยาก', 'เอา', 'สไนเปอร์', 'อัด', 'เบ้าตา', 'ทั้งสอง', 'ข้าง', 'ของ', 'มึง', 'กรีด', 'ท้อง', 'หัก', 'ซี่', 'โค', 'งอ', 'อก', 'มา', 'ปา', 'เล่น', 'แล้ว', 'จับ', 'โยน', 'ให้', 'แร้ง', 'กิน', 'ไอ้', 'สวะ']"
876,ไปตายซะไอ้เหี้ย เศษสวะสังคม,1,"['ไป', 'ตาย', 'ซะ', 'ไอ้', 'เหี้ย', 'เศษ', 'สวะ', 'สังคม']"
877,เพื่อนมาถามปุ๊บ ปลุกความให้ร้อนกูเลย ไม่อยากด่า ด่าไปก็เสียดายคำด่า ไม่อยากใช้เปลืองกับพวกสวะ,1,"['เพื่อน', 'มา', 'ถาม', 'ปุ๊บ', 'ปลุก', 'ความ', 'ให้', 'ร้อน', 'กู', 'เลย', 'ไม่', 'อยาก', 'ด่า', 'ด่า', 'ไป', 'ก็', 'เสียดาย', 'คำด่า', 'ไม่', 'อยาก', 'ใช้', 'เปลือง', 'กับ', 'พวก', 'สวะ']"
878,ถอดพาวเวอร์แบงค์กูเหรอ? มึงไม่ต้องชาร์จ ไอ้สัส สวะ.,1,"['ถอด', 'พาวเวอร์', 'แบงค์', 'กู', 'เหรอ', 'มึง', 'ไม่ต้อง', 'ชาร์จ', 'ไอ้', 'สัส', 'สวะ']"
879,เนี้ยอานาคตกูต้องมาทิ้งกับสวะแบบมึงหรอก็ไม่นะคะซิส,1,"['เนี้ย', 'อา', 'นาค', 'กู', 'ต้อง', 'มา', 'ทิ้ง', 'กับ', 'สวะ', 'แบบ', 'มึง', 'หรอ', 'ก็', 'ไม่', 'นะคะ', 'ซิ']"
880,เกลียดการพูดปัดสวะให้พ้นตัวเบื่อมาก,0,"['เกลียด', 'การ', 'พูด', 'ปัดสวะ', 'ให้', 'พ้นตัว', 'เบื่อ', 'มาก']"
881,#ที่โกงกู ไม่คืนก็ไม่ต้องแพล่ม เงินสวะๆของมึงเก็บไว้ซื้อโลงตอนตายนะ,1,"['ที่', 'โกง', 'กู', 'ไม่', 'คืน', 'ก็', 'ไม่ต้อง', 'แพ', 'ล่ม', 'เงิน', 'สวะ', 'ของ', 'มึง', 'เก็บ', 'ไว้', 'ซื้อ', 'โลง', 'ตอน', 'ตาย', 'นะ']"
882,ความลับคดีจำนำข้าว พวกมรึงตามไม่ทันลุงแม้วหรอกไอ้สวะ,1,"['ความลับ', 'คดี', 'จำนำ', 'ข้าว', 'พวก', 'มรึง', 'ตาม', 'ไม่', 'ทัน', 'ลุง', 'แม้ว', 'หรอก', 'ไอ้', 'สวะ']"
883,"ไอ้พวกเนี่ยทำเป็นกร่าง ไปบุกบ้านลุงเขา''ยังมีหน้ามาบอกว่า ไปขอความร่วมมือน่าเกลียดมากๆเลย ไอ้พวกเศษสวะ... fb.me/4mdb7WRh2,1
คืออยากเอาตีนตบปากอีนี้มากว่าแม่กู อีลากไส้ สวะในตม,1
สลิ่มสันดานถ่อยต่างพากันหัวหมุน หาสารพัดมุข มาบอกชาวบ้านเรื่องเศรษฐกิจฉิบหายวายป่วงว่าไม่เกี่ยวกับเผด็จการโคตรพ่อโคตรแม่มัน,1
ขอสาปแช่งกับทุกผู้ทุกตนที่ร่วมทำลายศิลปอันงดงามนี้ไป ให้พวกมันฉิบหายบรรลัยตกตามกันไป pic.twitter.com/AY76GQOtcs,1
มือบึมรพ.พระมงกุฎ ใช้หลักฐานมาเกือบเดือนที่จะพยามโยงมาให้ทักษิน. อ้ายพวกทหารเผด็จการจงฉิบหาย,1
อะไรหลายๆอย่างที่รู้สึกไม่โอเคอะ บอกไปก็ไม่ฟัง เบื่อฉิบหาย รู้ก็รู้ว่ากูด่ายังจะทำ เล่นเหี้ยไรไม่ดูสถานการณ์เลย  😡😡😡,0
ความฉิบหายของประเทศนี้คือคนทำดีกลัวถูกทำโทษ คนชั่วมาคุมบ้านเมือง twitter.com/springnews_tv/…,0
ไม่รวมเรื่องกีฬาประเทศนี้โจทก์เยอะฉิบหาย ทั้งทางวัฒนธรรม ทางการเมือง แถมคนมองว่ามีเอี่ยวเรื่องก่อการร้ายในประเทศอื่นอีกต่างหาก,1
เหตุผลไปพล่ามกับควายเถอะ สัส ถอนเงินเขามาเก็บ ไอ้ควาย มีนักกฎหมายอย่างมึงไงประเทศชาติถึงได้ฉิบหาย fb.me/vQ8RPac6,1
หน้าตาดีไม่ช่วยให้ดูเป็นคนดีขึ้นมาเลย เวลามึงสปอย GOT มืงก็คือสวะตัวนึงนั้นแหละ,1
โอ๊ยยยย นิโกลบนรถไฟแอร์พอตลิ้ง มึงไม่มีหูฟังส่วนตัวหรอ เปิดเพลงดังฉิบหายดังลั่นขบวน,1
พวกโง่ มีแต่อำนาจ ไม่มีสมอง ได้อำนาจมาก็บริหารประเทศไม่เป็น เศรษฐกิจเจ๊งฉิบหาย สุดท้ายก็ไม่พ้นมือพรรคทักษิณ เข้ามากอบกู้สถานการณ์,1
เราเป็นคนโง่ แบบโง่จะตาย โง่ฉิบหายจนสมควรหายไปจากโลกใบนี้เลยนะ,0
ควายพอกันทั้งรัฐบาลและผู้ว่าฯธปท. นี่เล่นเงินฉิบหายไปอีกเท่าไหร่ก็ยังไม่ทราบ คนโง่แต่ขยันนี่อันตรายสุดๆ twitter.com/fantastic2499/…,1
โง่ฉิบหาย เกิดมาไม่เคยเจอคนแบบนี้เลย อีสัสคืออธิบายอยู่ พิมย้ำหลายรอบมากมึงยังถามอีก อีเหี้ยเอ้ย,1
เผด็จการโง่ตั้งแต่นายยันลูกน้อง ประเทศฉิบหายวายป่วงไปหมด,1
ลืมถามป้าว่าหน้าม.น้ำท่วมมั้ย นี่เสร่อขับรถไป ท่วมแบบ ท่วมฉิบหาย ท่วมจนต้องวนรถไปอีกทาง,0
ถนนเหี้ยอะไรเนี่ย เหม็นควันรถฉิบหาย ไอ้สัตตะหมา,1
สัสเครื่องจับควันมึงก็หลอนร้องไม่มีสาเหตุ ห่ารากเสียงแม่งก็ดังฉิบหาย ตอนนี้คงตื่นกันทั้งตึก,0
พวกสูบบุหรี่ไฟฟ้านี่ควันเหมือนเผาป่าเลย น่ากลัวฉิบหาย,0
อ้ายอีหน้าไหนเอาของกูไปใช้ ก่อให้เกิดความเดือดร้อนแก่ตัวกู กูขอสาปแช่งให้มึงพินาศฉิบหาย กรรมของมึงจะสนองแก่มึงชั่วกัปชั่วกัลป์ .... สันดาร,1
ตารางชนจนได้ เดือดร้อนกูอีกจ้า ตารางกูจากสวยๆเดี๋ยวก็ฉิบหายเพราะพวกมึง เงาแค้นหรือเจ้ากรรมนายเวรวะ อีดอก,1
เหตุผลทุกวันนี้ไม่กล้าไปหาหมอเพราะกลัว เชี่ย กากสัด,1
แค่ 2 คนพี่น้องทำประเทศไทยเดือดร้อนฉิบหาย บ้านเมืองวอดวาย คนไทยแตกแยก เงินทองสูญหายไปเท่าไร คนไทยรู้หรือไม ?,1
เมื่อวันแห่งการชดใช้มาถึงจะทีแต่แต่ความวิบัติหายนะฉิบหายมีแต่จมดิ่งลงเหวตลอดไปชั่วชีวิต ดถึงไม่เคยลืมเลยว่าดมาจากไหน จิตดถูกเริ่มต้นสร้างมา,0
คนชั่ว ไม่กลัวบาปกรรม""ขายศักดิ์ศรี เพื่อผลประโยชน์ความสุข ความมั่งมีที่ได้นั้นมันคือของร้อนที่รอวันฉิบหาย",0,"['ไอ้', 'พวก', 'เนี่ย', 'ทำเป็น', 'กร่าง', 'ไป', 'บุก', 'บ้าน', 'ลุง', 'เขา', ""''"", 'ยัง', 'มีหน้า', 'มา', 'บอ', 'กว่า', 'ไป', 'ขอความร่วมมือ', 'น่าเกลียด', 'มาก', 'เลย', 'ไอ้', 'พวก', 'เศษ', 'สวะ', 'xxrep', 'xxurl', 'คือ', 'อยาก', 'เอา', 'ตีน', 'ตบ', 'ปาก', 'อี', 'นี้', 'มา', 'กว่า', 'แม่', 'กู', 'อี', 'ลาก', 'ไส้', 'สวะ', 'ใน', 'ตม', 'สลิ่ม', 'สันดาน', 'ถ่อย', 'ต่าง', 'พา', 'กัน', 'หัวหมุน', 'หา', 'สารพัด', 'มุข', 'มา', 'บอก', 'ชาวบ้าน', 'เรื่อง', 'เศรษฐกิจ', 'ฉิบหาย', 'วาย', 'ป่วง', 'ว่า', 'ไม่', 'เกี่ยวกับ', 'เผด็จการ', 'โคตร', 'พ่อ', 'โคตร', 'แม่', 'มัน', 'ขอ', 'สาปแช่ง', 'กับ', 'ทุก', 'ผู้', 'ทุก', 'ตน', 'ที่', 'ร่วม', 'ทำลาย', 'ศิลป', 'อัน', 'งดงาม', 'นี้', 'ไป', 'ให้', 'พวก', 'มัน', 'ฉิบหาย', 'บรรลัย', 'ตก', 'ตาม', 'กัน', 'ไป', 'xxurl', 'มือ', 'บึม', 'รพ.', 'พระ', 'มงกุฎ', 'ใช้', 'หลักฐาน', 'มา', 'เกือบ', 'เดือน', 'ที่จะ', 'พยาม', 'โยง', 'มา', 'ให้', 'ทัก', 'ษิ', 'น.', 'อ้าย', 'พวก', 'ทหาร', 'เผด็จการ', 'จง', 'ฉิบหาย', 'อะไร', 'หลาย', 'อย่าง', 'ที่', 'รู้สึก', 'ไม่', 'โอ', 'เคอะ', 'บอก', 'ไป', 'ก็', 'ไม่', 'ฟัง', 'เบื่อ', 'ฉิบหาย', 'รู้', 'ก็', 'รู้', 'ว่า', 'กู', 'ด่า', 'ยัง', 'จะ', 'ทำ', 'เล่น', 'เหี้ย', 'ไร', 'ไม่', 'ดู', 'สถานการณ์', 'เลย', 'EMJpouting-faceEMJEMJpouting-faceEMJEMJpouting-faceEMJ', 'ความฉิบหาย', 'ของ', 'ประเทศ', 'นี้', 'คือ', 'คน', 'ทำดี', 'กลัว', 'ถูก', 'ทำโทษ', 'คนชั่ว', 'มา', 'คุม', 'บ้านเมือง', 'xxurl', 'ไม่', 'รวม', 'เรื่อง', 'กีฬา', 'ประเทศ', 'นี้', 'โจทก์', 'เยอะ', 'ฉิบหาย', 'ทั้ง', 'ทางวัฒนธรรม', 'ทางการเมือง', 'แถม', 'คน', 'มองว่า', 'มี', 'เอี่ยว', 'เรื่อง', 'ก่อการร้าย', 'ในประเทศ', 'อื่น', 'อีก', 'ต่างหาก', 'เหตุผล', 'ไป', 'พล่าม', 'กับ', 'ควาย', 'เถอะ', 'สัส', 'ถอนเงิน', 'เขา', 'มา', 'เก็บ', 'ไอ้', 'ควาย', 'มี', 'นักกฎหมาย', 'อย่าง', 'มึง', 'ไง', 'ประเทศชาติ', 'ถึง', 'ได้', 'ฉิบหาย', 'xxurl', 'หน้าตา', 'ดี', 'ไม่', 'ช่วย', 'ให้', 'ดู', 'เป็น', 'คน', 'ดีขึ้น', 'มา', 'เลย', 'เวลา', 'มึง', 'ปอย', 'got', 'มืง', 'ก็', 'คือ', 'สวะ', 'ตัว', 'นึง', 'นั้นแหละ', 'โอ๊ย', 'xxrep', 'นิ', 'โก', 'ลบ', 'นร', 'ไฟ', 'แอร์', 'พอ', 'ตลิ้ง', 'มึง', 'ไม่', 'มี', 'หูฟัง', 'ส่วนตัว', 'หรอ', 'เปิด', 'เพลง', 'ดัง', 'ฉิบหาย', 'ดังลั่น', 'ขบวน', 'พวก', 'โง่', 'มี', 'แต่', 'อำนาจ', 'ไม่', 'มี', 'สมอง', 'ได้', 'อำนาจ', 'มา', 'ก็', 'บริหาร', 'ประเทศ', 'ไม่', 'เป็น', 'เศรษฐกิจ', 'เจ๊ง', 'ฉิบหาย', 'สุดท้าย', 'ก็', 'ไม่', 'พ้น', 'มือ', 'พรรค', 'ทักษิณ', 'เข้ามา', 'กอบกู้', 'สถานการณ์', 'เรา', 'เป็น', 'คนโง่', 'แบบ', 'โง่', 'จะ', 'ตาย', 'โง่', 'ฉิบหาย', 'จน', 'สมควร', 'หาย', 'ไป', 'จาก', 'โลก', 'ใบ', 'นี้', 'เลย', 'นะ', 'ควาย', 'พอกัน', 'ทั้ง', 'รัฐบาล', 'และ', 'ผู้ว่าฯ', 'ธปท.', 'นี่', 'เล่น', 'เงิน', 'ฉิบหาย', 'ไป', 'อีก', 'เท่าไหร่', 'ก็', 'ยัง', 'ไม่', 'ทราบ', 'คนโง่', 'แต่', 'ขยัน', 'นี่', 'อันตราย', 'สุด', 'xxurl', 'โง่', 'ฉิบหาย', 'เกิด', 'มา', 'ไม่', 'เคย', 'เจอ', 'คน', 'แบบนี้', 'เลย', 'อี', 'สัส', 'คือ', 'อธิบาย', 'อยู่', 'พิม', 'ย้ำ', 'หลาย', 'รอบ', 'มาก', 'มึง', 'ยัง', 'ถาม', 'อีก', 'อี', 'เหี้ย', 'เอ้ย', 'เผด็จการ', 'โง่', 'ตั้งแต่', 'นาย', 'ยัน', 'ลูกน้อง', 'ประเทศ', 'ฉิบหาย', 'วาย', 'ป่วง', 'ไป', 'หมด', 'ลืม', 'ถาม', 'ป้า', 'ว่า', 'หน้า', 'ม.', 'น้ำท่วม', 'มั้ย', 'นี่', 'เสร่อ', 'ขับรถ', 'ไป', 'ท่วม', 'แบบ', 'ท่วม', 'ฉิบหาย', 'ท่วม', 'จน', 'ต้อง', 'วน', 'รถ', 'ไป', 'อีก', 'ทาง', 'ถนน', 'เหี้ย', 'อะไร', 'เนี่ย', 'เหม็น', 'ควัน', 'รถ', 'ฉิบหาย', 'ไอ้', 'สัตตะ', 'หมา', 'สัส', 'เครื่อง', 'จับ', 'ควัน', 'มึง', 'ก็', 'หลอน', 'ร้อง', 'ไม่', 'มี', 'สาเหตุ', 'ห่า', 'ราก', 'เสียง', 'แม่', 'ก็', 'ดัง', 'ฉิบหาย', 'ตอนนี้', 'คง', 'ตื่น', 'กัน', 'ทั้ง', 'ตึก', 'พวก', 'สูบบุหรี่', 'ไฟฟ้า', 'นี่', 'ควัน', 'เหมือน', 'เผา', 'ป่า', 'เลย', 'น่ากลัว', 'ฉิบหาย', 'อ้าย', 'อี', 'หน้า', 'ไหน', 'เอา', 'ของ', 'กู', 'ไป', 'ใช้', 'ก่อให้เกิด', 'ความเดือดร้อน', 'แก่ตัว', 'กู', 'กู', 'ขอ', 'สาปแช่ง', 'ให้', 'มึง', 'พินาศ', 'ฉิบหาย', 'กรรม', 'ของ', 'มึง', 'จะ', 'สนอง', 'แก่', 'มึง', 'ชั่วกัปชั่วกัลป์', 'xxrep', 'สัน', 'ดาร', 'ตาราง', 'ชน', 'จนได้', 'เดือดร้อน', 'กู', 'อีก', 'จ้า', 'ตาราง', 'กู', 'จาก', 'สวย', 'เดี๋ยว', 'ก็', 'ฉิบหาย', 'เพราะ', 'พวก', 'มึง', 'เงา', 'แค้น', 'หรือ', 'เจ้ากรรมนายเวร', 'วะ', 'อีดอก', 'เหตุผล', 'ทุกวันนี้', 'ไม่', 'กล้า', 'ไปหา', 'หมอ', 'เพราะ', 'กลัว', 'เชี่ย', 'กาก', 'สัด', 'แค่', 'คน', 'พี่น้อง', 'ทำ', 'ประเทศ', 'ไทย', 'เดือดร้อน', 'ฉิบหาย', 'บ้านเมือง', 'วอดวาย', 'คนไทย', 'แตกแยก', 'เงินทอง', 'สูญหาย', 'ไป', 'เท่าไร', 'คนไทย', 'รู้', 'หรือ', 'ไม', '?,', 'เมื่อ', 'วัน', 'แห่ง', 'การ', 'ชดใช้', 'มาถึง', 'จะ', 'ที', 'แต่', 'แต่', 'ความวิบัติ', 'หายนะ', 'ฉิบหาย', 'มี', 'แต่', 'จมดิ่ง', 'ลง', 'เหว', 'ตลอดไป', 'ชั่วชีวิต', 'ถึง', 'ไม่', 'เคย', 'ลืม', 'เลย', 'ว่า', 'มาจาก', 'ไหน', 'จิ', 'ตด', 'ถูก', 'เริ่มต้น', 'สร้าง', 'มา', 'คนชั่ว', 'ไม่', 'กลัว', 'บาปกรรม', 'ขาย', 'ศักดิ์ศรี', 'เพื่อ', 'ผลประโยชน์', 'ความสุข', 'ความมั่งมี', 'ที่', 'ได้', 'นั้น', 'มัน', 'คือ', 'ของ', 'ร้อนที่', 'รอ', 'วัน', 'ฉิบหาย']"
884,นักการเมืองชั่ว ผสมพันธุ์กับข้าราชการเลวเมื่อไหร่ ความอัปรีย์ฉิบหายก็ปรากฎ มันมีให้เห็นทุกยุคทุกสมัย ต้องช่วยกันกำจัดมันออกไป,0,"['นักการเมือง', 'ชั่ว', 'ผสมพันธุ์', 'กับ', 'ข้าราชการ', 'เลว', 'เมื่อไหร่', 'ความ', 'อัปรีย์', 'ฉิบหาย', 'ก็', 'ปราก', 'มัน', 'มี', 'ให้', 'เห็น', 'ทุก', 'ยุค', 'ทุก', 'สมัย', 'ต้อง', 'ช่วยกัน', 'กำจัด', 'มัน', 'ออก', 'ไป']"
